T/1	Light/1	Pupil/3			PupilUpregulated/3			
730	0.0000	0.0000	0.0000	0.7364	0.0000	0.0000	0.7335	
731	0.0000	0.0000	0.0000	0.7367	0.0000	0.0000	0.7339	
732	0.0000	0.0000	0.0000	0.7369	0.0000	0.0000	0.7343	
733	0.0000	0.0000	0.0000	0.7372	0.0000	0.0000	0.7347	
734	0.0000	0.0000	0.0000	0.7374	0.0000	0.0000	0.7350	
735	0.0000	0.0000	0.0000	0.7377	0.0000	0.0000	0.7354	
736	0.0000	0.0000	0.0000	0.7379	0.0000	0.0000	0.7357	
737	0.0000	0.0000	0.0000	0.7381	0.0000	0.0000	0.7360	
738	0.0000	0.0000	0.0000	0.7383	0.0000	0.0000	0.7363	
739	0.0000	0.0000	0.0000	0.7385	0.0000	0.0000	0.7366	
740	0.0000	0.0000	0.0000	0.7387	0.0000	0.0000	0.7369	
741	0.0000	0.0000	0.0000	0.7388	0.0000	0.0000	0.7371	
742	0.0000	0.0000	0.0000	0.7390	0.0000	0.0000	0.7374	
743	0.0000	0.0000	0.0000	0.7391	0.0000	0.0000	0.7376	
744	0.0000	0.0000	0.0000	0.7393	0.0000	0.0000	0.7378	
745	0.0000	0.0000	0.0000	0.7394	0.0000	0.0000	0.7381	
746	0.0000	0.0000	0.0000	0.7396	0.0000	0.0000	0.7383	
747	0.0000	0.0000	0.0000	0.7397	0.0000	0.0000	0.7384	
748	0.0000	0.0000	0.0000	0.7398	0.0000	0.0000	0.7386	
749	0.0000	0.0000	0.0000	0.7399	0.0000	0.0000	0.7388	
750	0.0000	0.0000	0.0000	0.7401	0.0000	0.0000	0.7390	
751	0.0000	0.0000	0.0000	0.7402	0.0000	0.0000	0.7391	
752	0.0000	0.0000	0.0000	0.7403	0.0000	0.0000	0.7393	
753	0.0000	0.0000	0.0000	0.7404	0.0000	0.0000	0.7394	
754	0.0000	0.0000	0.0000	0.7404	0.0000	0.0000	0.7396	
755	0.0000	0.0000	0.0000	0.7405	0.0000	0.0000	0.7397	
756	0.0000	0.0000	0.0000	0.7406	0.0000	0.0000	0.7398	
757	0.0000	0.0000	0.0000	0.7407	0.0000	0.0000	0.7399	
758	0.0000	0.0000	0.0000	0.7408	0.0000	0.0000	0.7400	
759	0.0000	0.0000	0.0000	0.7408	0.0000	0.0000	0.7402	
760	0.0000	0.0000	0.0000	0.7409	0.0000	0.0000	0.7403	
761	0.0000	0.0000	0.0000	0.7410	0.0000	0.0000	0.7404	
762	0.0000	0.0000	0.0000	0.7410	0.0000	0.0000	0.7404	
763	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7405	
764	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7406	
765	0.0000	0.0000	0.0000	0.7412	0.0000	0.0000	0.7407	
766	0.0000	0.0000	0.0000	0.7412	0.0000	0.0000	0.7408	
767	0.0000	0.0000	0.0000	0.7413	0.0000	0.0000	0.7408	
768	0.0000	0.0000	0.0000	0.7413	0.0000	0.0000	0.7409	
769	0.0000	0.0000	0.0000	0.7414	0.0000	0.0000	0.7410	
770	0.0000	0.0000	0.0000	0.7414	0.0000	0.0000	0.7410	
771	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7411	
772	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7411	
773	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7412	
774	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
775	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
776	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
777	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
778	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
779	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7415	
780	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7415	
781	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7415	
782	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
783	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
784	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
785	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7417	
786	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
787	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
788	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
789	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
790	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
791	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
792	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7418	
793	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7418	
794	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
795	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
796	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
797	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
798	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
799	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
800	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7420	
801	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
802	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
803	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
804	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
805	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
806	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
807	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
808	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
809	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
810	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
811	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
812	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
813	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
814	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
815	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
816	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
817	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
818	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
819	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
820	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
821	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
822	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
823	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
824	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
825	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
826	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
827	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
828	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
829	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
830	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
831	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
832	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
833	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
834	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
835	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
836	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
837	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
838	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
839	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
840	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
841	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
842	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
843	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
844	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
845	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
846	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
847	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
848	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
849	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
850	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
851	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
852	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
853	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
854	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
855	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
856	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
857	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
858	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
859	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
860	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
861	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
862	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
863	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
864	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
865	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
866	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
867	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
868	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
869	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
870	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
871	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
872	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
873	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
874	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
875	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
876	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
877	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
878	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
879	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
880	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
881	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
882	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
883	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
884	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
885	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
886	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
887	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
888	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
889	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
890	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
891	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
892	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
893	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
894	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
895	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
896	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
897	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
898	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
899	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
900	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
901	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
902	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
903	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
904	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
905	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
906	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
907	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
908	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
909	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
910	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
911	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
912	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
913	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
914	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
915	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
916	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
917	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
918	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
919	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
920	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
921	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7405	
922	0.0000	0.0000	0.0000	0.7401	0.0000	0.0000	0.7390	
923	0.0000	0.0000	0.0000	0.7386	0.0000	0.0000	0.7368	
924	0.0000	0.0000	0.0000	0.7367	0.0000	0.0000	0.7339	
925	0.0000	0.0000	0.0000	0.7343	0.0000	0.0000	0.7303	
926	0.0000	0.0000	0.0000	0.7314	0.0000	0.0000	0.7260	
927	0.0000	0.0000	0.0000	0.7281	0.0000	0.0000	0.7210	
928	0.0000	0.0000	0.0000	0.7244	0.0000	0.0000	0.7155	
929	0.0000	0.0000	0.0000	0.7204	0.0000	0.0000	0.7096	
930	0.0000	0.0000	0.0000	0.7162	0.0000	0.0000	0.7033	
931	0.0000	0.0000	0.0000	0.7119	0.0000	0.0000	0.6968	
932	0.0000	0.0000	0.0000	0.7074	0.0000	0.0000	0.6901	
933	0.0000	0.0000	0.0000	0.7029	0.0000	0.0000	0.6834	
934	0.0000	0.0000	0.0000	0.6984	0.0000	0.0000	0.6766	
935	0.0000	0.0000	0.0000	0.6939	0.0000	0.0000	0.6700	
936	0.0000	0.0000	0.0000	0.6896	0.0000	0.0000	0.6636	
937	0.0000	0.0000	0.0000	0.6854	0.0000	0.0000	0.6573	
938	0.0000	0.0000	0.0000	0.6814	0.0000	0.0000	0.6514	
939	0.0000	0.0000	0.0000	0.6776	0.0000	0.0000	0.6458	
940	0.0000	0.0000	0.0000	0.6740	0.0000	0.0000	0.6405	
941	0.0000	0.0000	0.0000	0.6707	0.0000	0.0000	0.6356	
942	0.0000	0.0000	0.0000	0.6677	0.0000	0.0000	0.6311	
943	0.0000	0.0000	0.0000	0.6649	0.0000	0.0000	0.6270	
944	0.0000	0.0000	0.0000	0.6624	0.0000	0.0000	0.6233	
945	0.0000	0.0000	0.0000	0.6602	0.0000	0.0000	0.6200	
946	0.0000	0.0000	0.0000	0.6583	0.0000	0.0000	0.6172	
947	0.0000	0.0000	0.0000	0.6567	0.0000	0.0000	0.6148	
948	0.0000	0.0000	0.0000	0.6553	0.0000	0.0000	0.6127	
949	0.0000	0.0000	0.0000	0.6542	0.0000	0.0000	0.6111	
950	0.0000	0.0000	0.0000	0.6534	0.0000	0.0000	0.6099	
951	0.0000	0.0000	0.0000	0.6528	0.0000	0.0000	0.6090	
952	0.0000	0.0000	0.0000	0.6525	0.0000	0.0000	0.6085	
953	0.0000	0.0000	0.0000	0.6524	0.0000	0.0000	0.6083	
954	0.0000	0.0000	0.0000	0.6525	0.0000	0.0000	0.6084	
955	0.0000	0.0000	0.0000	0.6527	0.0000	0.0000	0.6089	
956	0.0000	0.0000	0.0000	0.6532	0.0000	0.0000	0.6096	
957	0.0000	0.0000	0.0000	0.6539	0.0000	0.0000	0.6105	
958	0.0000	0.0000	0.0000	0.6547	0.0000	0.0000	0.6117	
959	0.0000	0.0000	0.0000	0.6557	0.0000	0.0000	0.6131	
960	0.0000	0.0000	0.0000	0.6567	0.0000	0.0000	0.6147	
961	0.0000	0.0000	0.0000	0.6580	0.0000	0.0000	0.6165	
962	0.0000	0.0000	0.0000	0.6593	0.0000	0.0000	0.6185	
963	0.0000	0.0000	0.0000	0.6607	0.0000	0.0000	0.6206	
964	0.0000	0.0000	0.0000	0.6622	0.0000	0.0000	0.6228	
965	0.0000	0.0000	0.0000	0.6638	0.0000	0.0000	0.6251	
966	0.0000	0.0000	0.0000	0.6654	0.0000	0.0000	0.6276	
967	0.0000	0.0000	0.0000	0.6671	0.0000	0.0000	0.6301	
968	0.0000	0.0000	0.0000	0.6689	0.0000	0.0000	0.6327	
969	0.0000	0.0000	0.0000	0.6707	0.0000	0.0000	0.6353	
970	0.0000	0.0000	0.0000	0.6725	0.0000	0.0000	0.6380	
971	0.0000	0.0000	0.0000	0.6743	0.0000	0.0000	0.6408	
972	0.0000	0.0000	0.0000	0.6762	0.0000	0.0000	0.6435	
973	0.0000	0.0000	0.0000	0.6780	0.0000	0.0000	0.6463	
974	0.0000	0.0000	0.0000	0.6799	0.0000	0.0000	0.6490	
975	0.0000	0.0000	0.0000	0.6817	0.0000	0.0000	0.6518	
976	0.0000	0.0000	0.0000	0.6836	0.0000	0.0000	0.6545	
977	0.0000	0.0000	0.0000	0.6854	0.0000	0.0000	0.6573	
978	0.0000	0.0000	0.0000	0.6872	0.0000	0.0000	0.6600	
979	0.0000	0.0000	0.0000	0.6890	0.0000	0.0000	0.6627	
980	0.0000	0.0000	0.0000	0.6908	0.0000	0.0000	0.6653	
981	0.0000	0.0000	0.0000	0.6925	0.0000	0.0000	0.6679	
982	0.0000	0.0000	0.0000	0.6943	0.0000	0.0000	0.6705	
983	0.0000	0.0000	0.0000	0.6959	0.0000	0.0000	0.6730	
984	0.0000	0.0000	0.0000	0.6976	0.0000	0.0000	0.6754	
985	0.0000	0.0000	0.0000	0.6992	0.0000	0.0000	0.6778	
986	0.0000	0.0000	0.0000	0.7008	0.0000	0.0000	0.6802	
987	0.0000	0.0000	0.0000	0.7023	0.0000	0.0000	0.6825	
988	0.0000	0.0000	0.0000	0.7038	0.0000	0.0000	0.6848	
989	0.0000	0.0000	0.0000	0.7053	0.0000	0.0000	0.6869	
990	0.0000	0.0000	0.0000	0.7067	0.0000	0.0000	0.6891	
991	0.0000	0.0000	0.0000	0.7081	0.0000	0.0000	0.6911	
992	0.0000	0.0000	0.0000	0.7095	0.0000	0.0000	0.6931	
993	0.0000	0.0000	0.0000	0.7108	0.0000	0.0000	0.6951	
994	0.0000	0.0000	0.0000	0.7120	0.0000	0.0000	0.6970	
995	0.0000	0.0000	0.0000	0.7132	0.0000	0.0000	0.6988	
996	0.0000	0.0000	0.0000	0.7144	0.0000	0.0000	0.7006	
997	0.0000	0.0000	0.0000	0.7156	0.0000	0.0000	0.7023	
998	0.0000	0.0000	0.0000	0.7167	0.0000	0.0000	0.7040	
999	0.0000	0.0000	0.0000	0.7178	0.0000	0.0000	0.7056	
1000	0.0000	0.0000	0.0000	0.7188	0.0000	0.0000	0.7071	
1001	0.0000	0.0000	0.0000	0.7198	0.0000	0.0000	0.7086	
1002	0.0000	0.0000	0.0000	0.7207	0.0000	0.0000	0.7100	
1003	0.0000	0.0000	0.0000	0.7217	0.0000	0.0000	0.7114	
1004	0.0000	0.0000	0.0000	0.7226	0.0000	0.0000	0.7127	
1005	0.0000	0.0000	0.0000	0.7234	0.0000	0.0000	0.7140	
1006	0.0000	0.0000	0.0000	0.7242	0.0000	0.0000	0.7153	
1007	0.0000	0.0000	0.0000	0.7250	0.0000	0.0000	0.7164	
1008	0.0000	0.0000	0.0000	0.7258	0.0000	0.0000	0.7176	
1009	0.0000	0.0000	0.0000	0.7265	0.0000	0.0000	0.7187	
1010	0.0000	0.0000	0.0000	0.7272	0.0000	0.0000	0.7197	
1011	0.0000	0.0000	0.0000	0.7279	0.0000	0.0000	0.7207	
1012	0.0000	0.0000	0.0000	0.7285	0.0000	0.0000	0.7217	
1013	0.0000	0.0000	0.0000	0.7291	0.0000	0.0000	0.7226	
1014	0.0000	0.0000	0.0000	0.7297	0.0000	0.0000	0.7235	
1015	0.0000	0.0000	0.0000	0.7303	0.0000	0.0000	0.7244	
1016	0.0000	0.0000	0.0000	0.7309	0.0000	0.0000	0.7252	
1017	0.0000	0.0000	0.0000	0.7314	0.0000	0.0000	0.7260	
1018	0.0000	0.0000	0.0000	0.7319	0.0000	0.0000	0.7267	
1019	0.0000	0.0000	0.0000	0.7323	0.0000	0.0000	0.7274	
1020	0.0000	0.0000	0.0000	0.7328	0.0000	0.0000	0.7281	
1021	0.0000	0.0000	0.0000	0.7332	0.0000	0.0000	0.7288	
1022	0.0000	0.0000	0.0000	0.7337	0.0000	0.0000	0.7294	
1023	0.0000	0.0000	0.0000	0.7341	0.0000	0.0000	0.7300	
1024	0.0000	0.0000	0.0000	0.7344	0.0000	0.0000	0.7306	
1025	0.0000	0.0000	0.0000	0.7348	0.0000	0.0000	0.7311	
1026	0.0000	0.0000	0.0000	0.7352	0.0000	0.0000	0.7316	
1027	0.0000	0.0000	0.0000	0.7355	0.0000	0.0000	0.7321	
1028	0.0000	0.0000	0.0000	0.7358	0.0000	0.0000	0.7326	
1029	0.0000	0.0000	0.0000	0.7361	0.0000	0.0000	0.7331	
1030	0.0000	0.0000	0.0000	0.7364	0.0000	0.0000	0.7335	
1031	0.0000	0.0000	0.0000	0.7367	0.0000	0.0000	0.7339	
1032	0.0000	0.0000	0.0000	0.7369	0.0000	0.0000	0.7343	
1033	0.0000	0.0000	0.0000	0.7372	0.0000	0.0000	0.7347	
1034	0.0000	0.0000	0.0000	0.7374	0.0000	0.0000	0.7350	
1035	0.0000	0.0000	0.0000	0.7377	0.0000	0.0000	0.7354	
1036	0.0000	0.0000	0.0000	0.7379	0.0000	0.0000	0.7357	
1037	0.0000	0.0000	0.0000	0.7381	0.0000	0.0000	0.7360	
1038	0.0000	0.0000	0.0000	0.7383	0.0000	0.0000	0.7363	
1039	0.0000	0.0000	0.0000	0.7385	0.0000	0.0000	0.7366	
1040	0.0000	0.0000	0.0000	0.7387	0.0000	0.0000	0.7369	
1041	0.0000	0.0000	0.0000	0.7388	0.0000	0.0000	0.7371	
1042	0.0000	0.0000	0.0000	0.7390	0.0000	0.0000	0.7374	
1043	0.0000	0.0000	0.0000	0.7391	0.0000	0.0000	0.7376	
1044	0.0000	0.0000	0.0000	0.7393	0.0000	0.0000	0.7378	
1045	0.0000	0.0000	0.0000	0.7394	0.0000	0.0000	0.7381	
1046	0.0000	0.0000	0.0000	0.7396	0.0000	0.0000	0.7383	
1047	0.0000	0.0000	0.0000	0.7397	0.0000	0.0000	0.7384	
1048	0.0000	0.0000	0.0000	0.7398	0.0000	0.0000	0.7386	
1049	0.0000	0.0000	0.0000	0.7399	0.0000	0.0000	0.7388	
1050	0.0000	0.0000	0.0000	0.7401	0.0000	0.0000	0.7390	
1051	0.0000	0.0000	0.0000	0.7402	0.0000	0.0000	0.7391	
1052	0.0000	0.0000	0.0000	0.7403	0.0000	0.0000	0.7393	
1053	0.0000	0.0000	0.0000	0.7404	0.0000	0.0000	0.7394	
1054	0.0000	0.0000	0.0000	0.7404	0.0000	0.0000	0.7396	
1055	0.0000	0.0000	0.0000	0.7405	0.0000	0.0000	0.7397	
1056	0.0000	0.0000	0.0000	0.7406	0.0000	0.0000	0.7398	
1057	0.0000	0.0000	0.0000	0.7407	0.0000	0.0000	0.7399	
1058	0.0000	0.0000	0.0000	0.7408	0.0000	0.0000	0.7400	
1059	0.0000	0.0000	0.0000	0.7408	0.0000	0.0000	0.7402	
1060	0.0000	0.0000	0.0000	0.7409	0.0000	0.0000	0.7403	
1061	0.0000	0.0000	0.0000	0.7410	0.0000	0.0000	0.7404	
1062	0.0000	0.0000	0.0000	0.7410	0.0000	0.0000	0.7404	
1063	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7405	
1064	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7406	
1065	0.0000	0.0000	0.0000	0.7412	0.0000	0.0000	0.7407	
1066	0.0000	0.0000	0.0000	0.7412	0.0000	0.0000	0.7408	
1067	0.0000	0.0000	0.0000	0.7413	0.0000	0.0000	0.7408	
1068	0.0000	0.0000	0.0000	0.7413	0.0000	0.0000	0.7409	
1069	0.0000	0.0000	0.0000	0.7414	0.0000	0.0000	0.7410	
1070	0.0000	0.0000	0.0000	0.7414	0.0000	0.0000	0.7410	
1071	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7411	
1072	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7411	
1073	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7412	
1074	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
1075	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
1076	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
1077	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
1078	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
1079	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7415	
1080	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7415	
1081	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7415	
1082	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
1083	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
1084	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
1085	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7417	
1086	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
1087	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
1088	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
1089	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
1090	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
1091	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
1092	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7418	
1093	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7418	
1094	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
